Y/M/D,MeanTemp,MaxTemp,MinTemp,DailyPrecipitation,DayLength,GlobalSolarRadiation,MeanWindSpeed,MeanVaporPressure,MeanAtmosphericPressure,MeanHumidity,MeanCloudCover,SnowDepth
2011/10/16,24.8,29.7,20.6,8,6.2,12.87,4.2,18.2,1001.5,60,7,0
2011/10/17,21.5,24.6,18.5,0,4.9,11.9,2.3,15.6,1007.2,62,9,0
2011/10/18,19.1,21.1,16.5,0,3.5,8.85,2.9,12.9,1016,58,8.8,0
2011/10/19,15.9,17.5,14.9,0,0,4.69,3.1,10.8,1022.8,60,9.8,0
2011/10/20,17.7,20.8,14,0,1.3,8.09,3.2,12.4,1022.6,61,10,0
2011/10/21,18.3,21.2,16.5,4,0,5.74,2.7,15.2,1019.9,72,10,0
2011/10/22,19.5,23,16.3,37.5,0.1,5.24,3.2,19.3,1010,85,10,0
2011/10/23,22.7,25.9,20.4,0,2.8,8.89,3.1,20.9,1007.2,76,9.5,0
2011/10/24,20.7,22.7,19.4,0,0.9,6.99,2.2,18.7,1009.3,77,9,0
2011/10/25,21.8,26.9,18.4,0,5.9,11.92,2.3,16.6,1005.4,64,7.8,0
2011/10/26,16.7,20.3,13.4,0,9.2,16.34,4.4,6.9,1013.8,36,3.5,0
2011/10/27,15.2,19.3,11.7,0,9.8,15.76,2.4,7.8,1022.9,45,0.3,0
2011/10/28,15.5,19.9,11.2,0,9.4,15.18,2.2,9.9,1022.9,57,0.8,0
2011/10/29,16,20.9,11.6,0,9.3,15.05,2.4,11.2,1018.1,62,2,0
2011/10/30,16.9,19.6,14.4,0,3.3,8.78,2.3,12,1016.8,63,8.8,0
2011/10/31,18.7,23.4,15.3,0,7.7,13.6,2.2,12.7,1015.3,60,3.5,0
2011/11/1,17.7,21.4,14.3,0,9,14.75,2.2,9.9,1024.4,50,1.5,0
2011/11/2,17.2,21,12.9,0,7.6,12.37,2.1,12.4,1024.3,63,5.5,0
2011/11/3,18.4,21.3,15.6,0,0.7,6.02,1.3,12.5,1021.6,59,9,0
2011/11/4,18.4,22,14.8,0,6.3,11.59,1.7,14.3,1023.5,68,2.5,0
2011/11/5,18.9,22.2,15.2,1.5,2.6,7.75,1.4,16.1,1018.9,74,6.5,0
2011/11/6,18.1,19.5,17.2,7,0,2.14,1.5,17.5,1010.3,84,10,0
2011/11/7,18.6,22.7,15.9,0,7.2,12.78,2.1,15.1,1007.8,71,8.3,0
2011/11/8,15.7,17.8,13.9,1,3.2,10.15,2.5,10.9,1010.9,61,9.5,0
2011/11/9,14.3,16.6,11.7,0,1.9,8.17,2,8.2,1014.2,51,9.5,0
2011/11/10,14.1,16.2,11.9,0,0.4,6.89,2,9.1,1016,57,10,0
2011/11/11,12.4,14.4,11.2,19,0,1.55,2.8,11.1,1013.7,77,10,0
2011/11/12,16.4,20.4,12.9,0,6.3,11,1.9,13.6,1010.2,73,10,0
2011/11/13,17.8,21.7,13.6,0,8.6,12.03,1.4,13.9,1009.2,69,7,0
2011/11/14,16.9,20.7,13.2,5.5,3.6,8.29,2.2,12.3,1010.5,64,9,0
2011/11/15,14,16.4,11.8,0.5,1.8,7.43,2.1,8.7,1015.3,55,7.3,0
2011/11/16,12.6,15.8,9.7,0,8.7,13.46,3.5,5.9,1020.6,41,1,0
2011/11/17,14.5,19.7,9.5,0,9.4,13.27,3.3,5.8,1022,36,2.5,0
2011/11/18,12.6,14.3,10.5,0,1.1,4.49,1.9,8.1,1019.6,55,7.8,0
2011/11/19,16.3,22,12.1,78,0,1.06,3.2,15.7,1003.6,83,10,0
2011/11/20,17.4,22.1,13.5,0,5.4,9.69,2.4,13.7,1000,68,8,0
2011/11/21,12.6,16.5,9.3,0,5.9,10.39,2.5,6.2,1013.5,43,5.3,0
2011/11/22,11.1,14.7,7.2,0,7.7,11.05,2.4,5.8,1020.2,45,1.3,0
2011/11/23,12.4,15.6,8.6,0,8.6,11.88,2.3,8.5,1014.9,58,7.3,0
2011/11/24,13.3,18.6,9.5,0,7.4,10.09,2.4,6.9,1006.4,47,2,0
2011/11/25,11.4,15.7,8.1,0,9.4,12.4,3,4.8,1015.5,36,0,0
2011/11/26,10.9,13.7,7.4,0,8.3,11.42,2.2,5.3,1023.3,41,4.8,0
2011/11/27,11,14.9,7.2,0,5.6,9.09,1.7,6.5,1021.2,50,7,0
2011/11/28,12.1,14.7,8.8,0,0,4.75,1.7,7.5,1021.2,53,10,0
2011/11/29,14.4,17.7,11.7,0,1,5.72,1.4,8.4,1015.9,52,10,0
2011/11/30,14.6,19.4,11.2,0,5.7,9.64,2.7,10.9,1012.1,66,9.8,0
2011/12/1,7.8,11.6,5.5,4.5,0,0.96,3.4,7.7,1015.4,73,10,0
2011/12/2,6.1,7.4,4.2,1.5,0,2.87,3.7,6.1,1019.1,65,10,0
2011/12/3,11.1,18.9,6.7,35,0.5,2.52,3.4,11.4,1003.2,85,10,0
2011/12/4,13.4,16.3,10.3,0,9.3,12.24,4.3,6.3,1006.9,41,3,0
2011/12/5,11,16.3,8.3,0,9.2,11.64,2.6,5.5,1017.5,42,2,0
2011/12/6,8,9.8,6.5,9.5,0,1.99,1.9,5.9,1022.9,56,10,0
2011/12/7,9.8,13,6.7,0,8.1,10.03,1.7,7.4,1015.9,61,8.3,0
2011/12/8,8,9.3,6.5,3.5,0,0.91,2.3,7.5,1007.8,70,10,0
2011/12/9,5.5,7.4,2.7,4,2.5,4.64,2.5,6,1009.6,66,6.5,0
2011/12/10,7.3,11.4,2.4,0,9.1,11.28,2.4,4.5,1014.3,44,2.3,0
2011/12/11,8.1,14,2.6,0,9.1,11.41,1.5,5,1012.6,49,0,0
2011/12/12,9.7,15,4.6,0,9,10.94,1.8,6.4,1014.2,54,1.8,0
2011/12/13,9.7,13.5,6.4,0,8.9,11.23,2.3,5.6,1019.4,47,0.5,0
2011/12/14,7.9,9.9,5.2,1.5,0,2.43,2.2,6,1016.7,56,10,0
2011/12/15,10.4,16.5,5.2,0,8.9,10.3,1.6,7.4,1007.5,61,0,0
2011/12/16,9,12.8,4.1,0,6.2,8.73,2.5,5.4,1006.5,46,6.8,0
2011/12/17,6.1,10.4,2.8,0,9.1,11.56,2.6,3.1,1015.5,34,0,0
2011/12/18,7,11.9,2,0,9,11.23,1.8,4,1014.7,41,4.3,0
2011/12/19,6.5,9.5,3.4,0,8.4,10.77,1.8,4.7,1014.1,49,2.8,0
2011/12/20,7,11.1,4,0,8.7,11.21,2.7,3.7,1016.8,38,0,0
2011/12/21,5.8,8.5,2.9,0,5.2,8.47,1.9,4.3,1017.1,47,7,0
2011/12/22,5.8,8,3.9,0,0.1,3.92,2,5.3,1006.8,57,7.5,0
2011/12/23,6,8.2,3.8,0,3.4,6.53,4.4,3.1,1005.8,33,4.5,0
2011/12/24,5.5,8.8,2.9,0,7.4,10.51,2.5,3.5,1005.4,38,4.8,0
2011/12/25,5.2,8.7,2.1,0,6,9.35,2.7,3.4,1005.9,38,2.8,0
2011/12/26,4.9,9.1,1.5,0,8.2,10.89,3,2.7,1012.4,32,1.3,0
2011/12/27,5.2,9.2,1.8,0,9,11.58,3.1,2.5,1019.5,29,1.3,0
2011/12/28,6.2,9.3,3.9,0,7.8,10.72,3.2,3,1020.6,31,6.8,0
2011/12/29,6,10,2.1,0,8.9,10.45,2.2,4.4,1015.1,46,3,0
2011/12/30,6.2,9.7,3.9,0,9.1,11.79,4.1,2.7,1015.4,29,0.5,0
2011/12/31,5.6,10,1.8,0,6.5,10.04,2,3.2,1018.8,36,2,0
2012/1/1,5.7,9.2,2.9,0,3.3,8.02,1.8,3.9,1014.9,43,8,0
2012/1/2,6,10.9,3,0,4.6,8.14,3.2,4.1,1005.2,45,3.3,0
2012/1/3,6.6,10.4,3.8,0,5.2,8.59,3.2,2.7,1007.9,29,6.8,0
2012/1/4,5.4,9.4,2,0,7.7,10.49,3,3.5,1001.6,39,2.3,0
2012/1/5,5.5,9.7,1.9,0,9.2,11.29,3.3,2.4,1010.7,28,0,0
2012/1/6,6.3,9.8,2.9,0,5.9,9.89,2.7,3.5,1015.9,35,4.5,0
2012/1/7,5.7,9.1,3.1,0,9.1,12.42,3.4,2.9,1019.9,33,0,0
2012/1/8,5.8,9.6,2.6,0,8.2,12.34,2.9,2.6,1022.4,29,7,0
2012/1/9,5.9,9.4,2.8,0,9,11.63,1.6,4.1,1016.9,44,1.8,0
2012/1/10,6.7,9.8,2.5,0,7.6,9.73,1.9,4.6,1015.6,47,7.3,0
2012/1/11,5.8,11.1,2.1,0,4.7,9.32,3.3,4.3,1009.1,46,6.5,0
2012/1/12,3.8,7.2,0.7,0,6.1,10.12,3.3,2.3,1017.4,28,1.8,0
2012/1/13,5.6,11,0,0,9.3,12.46,2.1,3.6,1009.1,39,0.5,0
2012/1/14,5.1,8.9,2.5,0,6.2,10.24,2.4,2.8,1009.6,33,2.5,0
2012/1/15,4.5,6.5,2.3,0,1.3,6.78,2.1,3.2,1010.5,38,10,0
2012/1/16,4.5,5.6,3,0,0,3.94,2.3,2.9,1012.9,35,10,0
2012/1/17,4.9,7.9,2.7,0,6.3,10.97,2.5,3.4,1014.9,39,6,0
2012/1/18,5.4,9.1,1.5,0,8.3,10.49,1.8,3.9,1018.8,43,5.3,0
2012/1/19,6.2,10.2,2.5,0,3.6,7.69,2.8,4.8,1019.5,50,9.3,0
2012/1/20,2.8,5.7,1.9,9,0,1.52,4,5.9,1016.7,79,10,0
2012/1/21,3.4,3.7,2.7,15,0,1.49,4.2,6,1014.5,77,10,0
2012/1/22,5.3,8,3.2,3,0.6,3.78,2.6,6.9,1007.1,78,7.8,0
2012/1/23,5,8.2,0.6,22.5,0,3.09,1.9,6.7,1004,77,9,4
2012/1/24,3,5,0.8,0.5,5.6,10.39,2.8,3.9,1008.9,51,6.8,0
2012/1/25,4.1,9.3,-0.1,0,8.5,12.74,2.1,4.1,1005.5,53,1.8,0
2012/1/26,3.2,6.4,0.5,0,9.7,13.91,2.7,3,1011.5,40,0.3,0
2012/1/27,3.2,8,-1,0,8.2,12.17,2.3,3.2,1013.4,42,3.3,0
2012/1/28,2.6,6.1,-0.1,0,7.4,11.34,2.8,2.6,1014.8,36,5.8,0
2012/1/29,2.9,6.8,1,0,8.4,14.29,4.6,2.1,1014.1,29,4.3,0
2012/1/30,3.7,6.4,1.2,0,9.4,14.74,3,2,1013.7,26,1.8,0
2012/1/31,4.1,8.1,0.2,0,9.6,14.24,2.4,2.9,1013.3,35,0,0
2012/2/1,6,12.4,0.1,0,6.2,10.96,4.3,3.4,1003.4,37,2.5,0
2012/2/2,2.6,6,0.7,0,8.7,13.24,4.8,1.7,1004.7,24,1,0
2012/2/3,2.8,6.7,-1,0,9.5,15.07,2.1,2.3,1013.1,32,0,0
2012/2/4,5.5,10.8,-1,0,9.8,15.02,1.9,2.8,1012.3,33,0,0
2012/2/5,6.1,9,2.6,0,3.5,10.59,2.4,3.9,1019,41,7.3,0
2012/2/6,4.9,5.9,3.8,4,0,2.29,2.3,5.8,1015.1,67,10,0
2012/2/7,7.7,10,5,28.5,0,1.8,2,8.6,995.4,82,10,0
2012/2/8,6.6,9.9,3.8,0,0.3,4.88,3.2,4,1000.2,40,10,0
2012/2/9,4.7,8.1,0.4,0,9.5,16.14,2.3,2.3,1010.4,28,1.8,0
2012/2/10,5.7,9.4,2.1,0,8.4,14.11,2,3.8,1011.8,42,4.5,0
2012/2/11,5.4,9.1,1.1,0,7.2,14.61,2.3,3.6,1014.3,43,4.8,0
2012/2/12,5,9.5,1.2,0,9.9,16.58,3.4,2.8,1018.8,33,0.5,0
2012/2/13,5.8,9.2,1.8,0,2.7,11.04,1.9,3.7,1021.3,40,9.5,0
2012/2/14,5.2,6.9,3.7,3.5,0,1.29,2.8,6.4,1014.3,73,10,0
2012/2/15,7.6,12.7,4.9,0,0.6,6.39,2.6,6.4,1007.6,62,10,0
2012/2/16,3.3,5.6,1.7,1,0,3.12,2.7,4.1,1009.4,54,10,0
2012/2/17,3.7,8.8,1.1,2,5.9,14.52,2.5,5.1,1004.8,67,6.5,0
2012/2/18,2.5,6.4,0,0.5,9.8,17.94,4.2,2.9,1009.6,41,2.8,0
2012/2/19,3.3,7.6,-0.6,0,8.7,17.45,2.2,2.8,1016.7,37,3.5,0
2012/2/20,5.8,10.4,0.7,0,10,17.87,2.6,3.7,1019.1,41,0.5,0
2012/2/21,8.1,12.6,2.9,0,10.1,17.2,2.2,3.7,1015.3,36,5,0
2012/2/22,7.9,9.8,5.8,0,3.1,9.29,2.6,5.6,1018.3,53,8,0
2012/2/23,7.8,11.5,5.1,17,2.7,5.55,2.8,8.5,1001.4,81,10,0
2012/2/24,11.5,15.4,8.3,0,7.7,16.53,4.3,5.6,1008.6,42,9.5,0
2012/2/25,5.8,10.2,3.6,19,0,2.07,2.9,7.7,1005,83,10,0
2012/2/26,6,9.2,4,0,0.4,7.12,2.9,4.5,1007.9,49,10,0
2012/2/27,4.7,9.2,1.9,0,5.7,16.26,4.9,2.4,1014.4,28,8,0
2012/2/28,3.7,6.9,0.3,0,8.2,16.17,2.5,3.3,1023.1,41,9.3,0
2012/2/29,2.3,5.4,0.7,18.5,0,2.35,3.4,6.2,1020.3,86,10,2
2012/3/1,8.2,12.4,3.3,0,3.1,12.12,2.4,8.2,1014.8,76,7.5,0
2012/3/2,7.3,10.4,4,10,0,1.68,2.5,8.7,1011.1,85,10,0
2012/3/3,7.1,11.6,3.8,0.5,6.4,16.58,2.9,6.4,1016.6,65,8.3,0
2012/3/4,5.5,6.6,3.5,0.5,0,3.81,2.7,5.8,1024.8,64,10,0
2012/3/5,5.7,10.1,2.5,37,0,1.8,3,8.5,1011.3,91,10,0
2012/3/6,11.4,15.1,8,3,4.2,10.82,1.9,11.8,999.6,87,7.5,0
2012/3/7,12.6,15.7,11,0,0.3,7.64,2.4,10.4,1006.8,72,10,0
2012/3/8,9.6,11.1,7.9,0,0,5.85,2.8,7.8,1012.4,66,10,0
2012/3/9,7.3,9.7,5.3,26.5,0,2.15,2.9,9.2,1011.6,89,10,0
2012/3/10,5.3,7.6,2,19.5,0.1,4.48,3.3,7.3,1008.6,83,10,0
2012/3/11,7.4,11.1,4.1,0,4.9,16.3,2.7,7.1,1005.3,69,6,0
2012/3/12,7.2,12.6,2.9,0,7.4,16.16,3.7,3.5,1005.3,37,2.8,0
2012/3/13,6.8,10.7,3.4,0,10.6,21.72,4.1,3.3,1015.4,34,3,0
2012/3/14,7.2,10.4,3.2,0,9.3,19.65,2.3,5.1,1018.7,51,2.5,0
2012/3/15,7.9,13.6,3.6,0,11.2,21.35,4.1,4.5,1016.7,45,0.5,0
2012/3/16,7.7,11.1,3.3,0,9.2,18.47,3.1,4.4,1022.2,42,7.5,0
2012/3/17,6.8,10.3,4.6,24,0,1.62,2,8.3,1010.6,84,10,0
2012/3/18,9.6,11.8,6.5,1,0,3.68,1.6,10.6,1001,89,7.5,0
2012/3/19,9.1,12.2,6.4,0,6.5,17.68,4,4.6,1005.8,40,5,0
2012/3/20,8.2,12.1,4.2,0,8.7,20.78,2.6,4.4,1006.7,39,6.5,0
2012/3/21,8.1,11.6,4.9,0,10.2,22.87,4.7,2.8,1011.1,27,0,0
2012/3/22,10.1,14.8,4.2,0,3.5,13.73,1.6,4.7,1011.6,38,7.5,0
2012/3/23,9.9,12.2,7.8,11,0,2.86,1.9,8.4,1006.9,70,10,0
2012/3/24,8.4,11.6,5.9,3.5,1.8,4.28,1.8,8.6,992.3,79,8,0
2012/3/25,9.1,13.8,5.1,0,8.1,18.22,2.4,5,1000.6,45,2.3,0
2012/3/26,8.2,12.1,4.6,0,7.2,18,2.8,3.3,1009.9,31,2.3,0
2012/3/27,9.6,14,4.4,0,11.9,23.51,3.3,4.9,1016,40,0.5,0
2012/3/28,11.2,17.1,5.9,0,8.8,19.09,3.3,6.1,1013.8,47,2.3,0
2012/3/29,11.7,16.3,7,0,11.9,23.7,3.8,5.1,1020.4,37,2.5,0
2012/3/30,15.3,19.4,11.6,0,3.7,11.51,5.6,9,1014.9,52,9,0
2012/3/31,14.1,18.9,8.4,8,0.7,6.53,7.6,10.1,1000.7,60,10,0
2012/4/1,10,14.7,5.8,0,9.3,22.28,3.5,4.4,1010.8,35,3.5,0
2012/4/2,10.8,14.9,6.6,0,11,22.38,3.4,6.1,1020,46,1.5,0
2012/4/3,14,17.7,9.7,21.5,2,8,6.5,11.1,1000.5,69,5.3,0
2012/4/4,11.9,15.2,8.9,0,10.7,22.52,3.4,4.2,998.5,30,1.3,0
2012/4/5,14.8,20.8,10.2,0,10.2,22.6,5.2,6,1000.5,37,3.8,0
2012/4/6,10.7,16,8,0.5,8,22.18,3.3,6.1,1003,49,6,0
2012/4/7,8.8,13.8,5.1,0,7.9,21.55,3.9,3.4,1009.7,31,5,0
2012/4/8,9.5,13.5,5.1,0,9.9,24.54,3.9,4.9,1017.5,40,3,0
2012/4/9,16.6,23.8,8,0,11,23.89,3,7.1,1013.2,41,2.3,0
2012/4/10,16.4,19.2,13.1,0,9.1,21.78,3.9,8.9,1017.8,47,5.8,0
2012/4/11,15.7,18.3,12.8,16,0,4.49,3.9,13.4,1004.2,76,10,0
2012/4/12,17.4,23,11.3,0,11.7,25.52,3.6,11.2,999.4,59,4.3,0
2012/4/13,17.2,23,12.7,4,5.6,18.11,2.7,11.5,1005.1,61,10,0
2012/4/14,9.9,12.8,8.8,32,0,1.95,3.2,10.6,1006.5,87,10,0
2012/4/15,11.8,16.3,8.7,0,8.9,22.73,2.4,8.8,1011.6,65,6,0
2012/4/16,13.1,16.6,8.6,0,5.1,17.38,2.2,9.5,1011.4,64,7.8,0
2012/4/17,14.9,19.1,12,1.5,3,12.53,2.3,11.9,1009.6,71,8.8,0
2012/4/18,15,19.9,11.2,0,7.6,20.44,2.5,10.7,1014.3,64,3.8,0
2012/4/19,14.2,17.6,11.8,0,1,10.83,2.9,10.9,1019.7,68,10,0
2012/4/20,13.3,16.7,11.4,0,0.3,10.1,2.5,10,1021.9,66,10,0
2012/4/21,11.8,14.6,10.1,0,0,8.49,2.9,9.3,1023.5,67,8.3,0
2012/4/22,11.3,13.1,9.3,5.5,0,5.85,1.7,10.4,1020.4,77,10,0
2012/4/23,13.4,15.7,10.5,9,0,3.57,1.9,14.5,1011,94,10,0
2012/4/24,18.3,24.3,14.1,1,8.2,22.18,2.8,14.8,1007.7,72,7.5,0
2012/4/25,18.4,22.6,15.6,0,4.1,18.25,3,14.3,1010.1,68,10,0
2012/4/26,18.3,21.3,16.5,1,0.1,8.01,4.9,16.1,1006.5,77,10,0
2012/4/27,16.6,17.6,15.7,26.5,0,3.55,2.6,17.8,1006.8,94,10,0
2012/4/28,18.3,23.2,15.6,0,7.7,23.13,2.3,16.2,1013.7,78,6.5,0
2012/4/29,20.6,26,14.9,0,9.7,24.47,2.2,16.5,1015,69,7.8,0
2012/4/30,20.7,23.3,19,0,0.3,11.89,2.8,17.9,1015.2,74,10,0
2012/5/1,20.5,22.8,19,0.5,2.3,13.9,3,18,1014,74,10,0
2012/5/2,18.8,20.9,16.9,37,0,4.52,3.3,18.2,1007.6,84,10,0
2012/5/3,17.9,19.2,16.7,121.5,0,2.62,2.7,19.4,990.4,95,10,0
2012/5/4,18.6,21.9,17.1,5,1.2,9.86,1.7,18.6,986.6,87,10,0
2012/5/5,21.2,26.2,16,0,12.3,27.47,4,13.4,995.4,54,4.8,0
2012/5/6,19.7,26.2,16,1,7.6,20.94,3.6,16,1000.9,70,1.8,0
2012/5/7,18.5,22.2,14,0,11.3,25.11,3.1,12.7,1004.7,61,3.8,0
2012/5/8,20.5,25,15.8,0,7.1,19.76,2.3,15,1005.1,63,7.3,0
2012/5/9,19.3,22.4,15.7,7.5,0,5.94,1.8,17.3,1006.1,78,10,0
2012/5/10,17.1,23.3,14.3,3.5,7.6,18.55,2.4,12.6,1004.1,65,5.3,0
2012/5/11,17.4,21.9,13.8,0,11.9,26.35,5.2,8.2,1003,42,4.8,0
2012/5/12,16.3,21,12.8,0,8.4,22.03,5,6.9,1004.1,38,3.3,0
2012/5/13,17,22.3,11.9,0,10.8,26.94,3.3,8.2,1008.6,42,3,0
2012/5/14,19.7,24.6,14.9,0,11.8,26.28,3.5,14.1,1011.8,62,7.3,0
2012/5/15,18.7,20.6,17.2,11.5,0,3.23,3.5,18.4,1002.6,86,10,0
2012/5/16,22,27.2,16.8,0,8.2,23.8,3.5,14.2,997.2,58,8,0
2012/5/17,21.6,26.9,18.2,0,3.6,19.13,3.6,17,998.4,67,9.8,0
2012/5/18,18.8,23.4,15.2,4.5,7.3,19.93,3.9,12.2,1001.6,58,5,0
2012/5/19,20.3,25.2,14.7,0,11.6,27.84,3.6,11.7,1012.1,49,2.8,0
2012/5/20,21.3,24.8,18.6,0,5.3,19.69,2.8,13.6,1014.7,54,10,0
2012/5/21,20.2,23.9,16.5,0,6.9,18.63,3.2,14.7,1014.8,63,10,0
2012/5/22,14.6,16.6,13.1,33,0,2.39,3.4,14,1012.4,85,10,0
2012/5/23,18.7,25,13.3,0,8.3,26.04,3.6,15.4,1005.3,73,8.8,0
2012/5/24,22,27.1,17.6,0,9.3,23.9,3,16.9,1006.2,65,8,0
2012/5/25,20.4,22.1,18.3,0,0.1,7.63,2.3,17.3,1004.4,72,10,0
2012/5/26,21,25,17.4,0,5.9,21.73,2.9,13.7,1005.8,56,9.8,0
2012/5/27,22.5,27,19.3,0,12.5,28.34,3.7,14.1,1009.1,53,5.3,0
2012/5/28,21.4,25,17.6,5.5,7.9,21.42,3.8,17,1012.6,67,9.3,0
2012/5/29,20.7,25,16.9,0.5,6,19.81,3.9,17.9,1013.5,74,7.8,0
2012/5/30,20.1,24,16.5,0,6,18.59,2.8,15.5,1014.8,67,7,0
2012/5/31,20.3,24,17.2,0,4.2,19.97,2.9,16,1014.2,68,9.8,0
2012/6/1,21.3,25.9,19.3,1.5,2.6,16.01,2.4,18.3,1011.5,73,8.8,0
2012/6/2,21.6,25.9,18,0,7.9,21.11,2.7,17.2,1011.6,68,6,0
2012/6/3,20.3,24.2,17,0.5,2.8,15.78,2.5,17.3,1010.5,74,8.3,0
2012/6/4,22.1,26.5,17.7,0,9.9,24.56,3.2,16.7,1010,64,9.3,0
2012/6/5,21.7,23.5,20.5,0,0,9.6,4,17.8,1008,69,10,0
2012/6/6,19.4,21.5,17.3,4,0,7.17,2.8,16.6,998.3,74,9.5,0
2012/6/7,21.1,24.7,17.1,0,9,25.22,3.6,16.5,1003.6,67,8,0
2012/6/8,23.5,27.8,19.5,1,9.5,24.73,3.5,20.5,1002.7,71,5.5,0
2012/6/9,19,21.8,18,29.5,0,4.44,3.5,19.8,996.5,90,10,0
2012/6/10,21.9,27.9,18.2,1,5.6,20.68,2.9,18.8,994.3,73,9.3,0
2012/6/11,20,23.3,17.5,1,0.3,8.62,2.4,17.2,1001.7,74,10,0
2012/6/12,16.9,18.7,15.8,11.5,0,3,2.9,16,1003.3,83,10,0
2012/6/13,17.4,21,15.2,1,1.2,12.8,3.2,14.7,1006,75,10,0
2012/6/14,18.6,23.6,15.7,0,8.5,25.13,2.8,14.1,1011.6,66,5.3,0
2012/6/15,20.3,24.8,16,0,7.3,21.74,2.9,16.2,1013.3,68,9.5,0
2012/6/16,20.2,21.5,19.3,6.5,0,5.24,2.1,21.1,1008.3,89,10,0
2012/6/17,23.3,27.8,19.7,7,3.4,13.85,1.8,22.7,1002.5,80,10,0
2012/6/18,24.5,27.6,22.2,0,5.1,22.85,3,19.8,1006.2,64,8.8,0
2012/6/19,23.9,27.2,22.6,72.5,0,7,4.2,24.9,1001.3,84,9,0
2012/6/20,26.9,30.2,22.4,0,4.9,19.94,6.5,24.2,993,69,8.8,0
2012/6/21,23.7,26.5,21.5,0,0.2,10.95,2.9,21.3,1002.3,72,10,0
2012/6/22,21.1,23.1,18.2,48,0.1,6.69,2.2,20.9,1001.3,84,9.8,0
2012/6/23,22.2,24.9,20.6,0,1.8,15.25,2.5,19.4,1004.6,73,10,0
2012/6/24,22.6,26.1,19.6,0,3.9,18.05,2.8,19.9,1005.2,73,10,0
2012/6/25,18.4,20,17.1,0,0.4,7.5,3.2,15.2,1007.4,72,9.8,0
2012/6/26,19.5,23.6,15.8,0,12.9,30.29,2.9,13,1011.4,59,6,0
2012/6/27,20.6,25.1,15.9,0,11.2,26.35,2.5,15.4,1012.9,64,9.8,0
2012/6/28,22.5,25.3,19.4,0,3.2,16.24,2.4,19.1,1010.9,71,10,0
2012/6/29,23.4,27.2,20.9,0,5.6,19.92,2.6,19.3,1008.1,68,5.8,0
2012/6/30,23.3,27.5,20.4,0,8,21.96,2.4,19.2,1008.4,68,9,0
2012/7/1,21.9,24.7,19.7,7.5,0.6,10.88,1.6,19.1,1004.5,73,10,0
2012/7/2,22.8,27,19.3,8,3.9,15.38,2.5,22.2,999.8,81,8,0
2012/7/3,23.5,27.7,21.7,9,1.3,10.89,2.2,23.7,999.5,82,10,0
2012/7/4,24.8,29,21.1,3,9.9,26.05,3.1,23.8,1001.4,77,7.3,0
2012/7/5,26.7,29.4,24.2,0,1.6,14.89,2,25.9,1002.1,74,10,0
2012/7/6,25.3,28.8,22.8,8,0.3,8.89,2.2,26,999,81,9.3,0
2012/7/7,23,25.1,20.8,23,0,2.46,2.4,25.7,991.1,91,10,0
2012/7/8,22.6,26.6,19.9,6,4.3,17.69,2.2,21.5,999.7,79,10,0
2012/7/9,24.9,28.9,20.4,0,12.1,27.65,2.6,21.6,1004,69,4.3,0
2012/7/10,26.5,31,23.4,0,11.7,27.65,2.9,24.1,1005.7,71,3.8,0
2012/7/11,27,30.9,23.5,0,11.9,26.08,4.6,25.6,1005.5,73,7.5,0
2012/7/12,26.7,27.4,25.6,2,0,6.31,6.9,28.6,1000.8,82,10,0
2012/7/13,27.4,31,24.7,11.5,3,15.79,4.4,29.4,999.9,81,10,0
2012/7/14,28.6,33,24.7,41,5.5,21.35,4.8,28.9,1000.4,75,9.5,0
2012/7/15,29.1,32.7,26.9,0,7.8,24.33,6.3,28.4,1004.7,71,9.5,0
2012/7/16,29.5,33,27,0,9.4,24.85,6.1,27.3,1007.2,67,9.8,0
2012/7/17,29.9,34.4,27,0,10.1,25.19,3.4,28.5,1008.6,68,3,0
2012/7/18,28.5,32.1,25.7,0,7.7,21.7,2.6,28.7,1009,74,8,0
2012/7/19,28.2,35.1,21.9,0,8.1,22.69,2.9,26.7,1005.8,70,8.5,0
2012/7/20,20.5,22.2,18.2,7,0,3.96,2.7,18.9,1009.2,79,10,0
2012/7/21,19.6,21.9,17.4,4,0,5.65,2.2,18.7,1010,82,10,0
2012/7/22,20.8,23.3,18.8,0,0,1.48,1.7,20.9,1009.9,85,10,0
2012/7/23,25.1,29,21,0,3.6,11.45,1.9,24.1,1009.6,76,9.5,0
2012/7/24,27.8,31.8,23.8,0,1.5,15.74,1.6,26.7,1010,72,10,0
2012/7/25,29.5,33.2,25.4,0,6.8,19.92,2.4,28.8,1008.5,71,8.8,0
2012/7/26,30.8,35.4,26.8,0,8.9,22.02,2.3,30.5,1005.4,70,7.5,0
2012/7/27,30,34.2,27.1,0,9.3,23.3,2.7,31.2,1005.3,74,7,0
2012/7/28,30.1,33.3,27.5,0,9.5,22.62,2.8,30.5,1005.1,72,6.8,0
2012/7/29,29.5,33.1,27.3,0,9.8,23.77,3.6,30.6,1004.7,74,9.3,0
2012/7/30,29.6,33.3,27.3,0,12.2,26.3,4.5,29,1006.1,70,6,0
2012/7/31,29,33.9,26.5,0,10.5,26.53,3.4,27.1,1008.2,68,4.8,0
2012/8/1,29.4,33.1,27.1,0,5.9,17.54,3.3,28.8,1008.8,71,7.3,0
2012/8/2,30.2,34.7,27.2,0,9.6,23.41,3.2,27.9,1009.4,66,2.5,0
